Thread ID,Comment Link,Floor Number,Username,Timestamp,Trade,Review,Q&A,Self-Promotion,Content,,,,,
0,https://hackforums.net/showthread.php?tid=2717073,11,Yanebib,"07-27-2012, 06:52 AM",1,0,0,0,"Send me link, pming you now Thanks in advanced !",,,,,
0,https://hackforums.net/showthread.php?tid=2717073,12,ï¿_ï¿_ï¿_ë±„ï¿_ï¿_ï¿___sï¿_ï¿__ï¿_ï¿_ï¿_,"07-27-2012, 06:56 AM",1,0,0,0,"I could always use some more shells, PMing now. Thanks.",,,,,
0,https://hackforums.net/showthread.php?tid=2717073,13,anoxz_,"07-27-2012, 06:59 AM",1,0,0,0,Can i have this? I really really need this! Thanks in advance! :D,,,,,
0,https://hackforums.net/showthread.php?tid=2717073,14,Grey 59,"07-27-2012, 07:15 AM - Last modified 07-27-2012, 07:32 AM",0,0,0,Self-Promotion,"Alright, I'm Back Up! Who Needs Some Shells! (07-27-2012, 06:08 AM)hakop Wrote: Pming you now, Thanks in advance. EDIT: 185 active shells. I'm Sorry To Tell You This.. But You Are Wrong. This Isn't Even HALF The Shells In This List [IMG]http://img855.imageshack.us/img855/782/hfshells.jpg[/IMG]",,,,,
0,https://hackforums.net/showthread.php?tid=2717073,15,nastytrickshotz,"07-27-2012, 07:37 AM",1,0,0,0,id love this guna pm u now ty for this,,,,,
0,https://hackforums.net/showthread.php?tid=2717073&page=4,46,Soccerplyer,"07-28-2012, 05:05 AM",1,0,0,0,Would you mind giving this to me also?,,,,,
0,https://hackforums.net/showthread.php?tid=2717073&page=4,47,Grey 59,"07-28-2012, 05:09 AM",0,0,0,Self-Promotion,I've Just Uploaded To Pastebin! Only Valid For Another Hour! http://pastebin.com/AFpQwkRx,,,,,
0,https://hackforums.net/showthread.php?tid=2717073&page=4,48,cytonwider,"07-28-2012, 05:47 AM",1,0,0,0,Thanks alot for the shells! great share,,,,,
0,https://hackforums.net/showthread.php?tid=2717073&page=4,49,Homer Simpson,"07-28-2012, 05:54 AM",1,0,0,0,"I would love to have this, thanks in advance!",,,,,
0,https://hackforums.net/showthread.php?tid=2717073&page=4,50,Piohneer,"07-28-2012, 07:02 AM - Last modified 07-28-2012, 07:02 AM",1,0,0,0,Can I have these thanks in advance pming you now,,,,,
0,https://hackforums.net/showthread.php?tid=2717073&page=4,51,Brandon767,"07-29-2012, 12:46 AM",1,0,0,0,"Mind PMing me this I could REALLY use this man , Thanks in advance.",,,,,
0,https://hackforums.net/showthread.php?tid=2717073&page=4,52,CoDJumper,"07-29-2012, 01:48 AM",1,0,0,0,"pming you now, thasnks so mcuh! been looking for a while!",,,,,
0,https://hackforums.net/showthread.php?tid=2717073&page=4,53,joelock74,"07-29-2012, 02:54 AM",1,0,0,0,hey can i have some shells thanks for your time,,,,,
0,https://hackforums.net/showthread.php?tid=2717073&page=4,54,Jagtap,"07-29-2012, 03:04 AM",1,0,0,0,"Pming you, thank you for this list of shells",,,,,
0,https://hackforums.net/showthread.php?tid=2717073&page=4,55,alixthedark,"07-29-2012, 08:24 AM",1,0,0,0,Could you please send me the list? I would be appreciative of this very much.,,,,,
0,https://hackforums.net/showthread.php?tid=2717073&page=4,56,Bibl,"07-29-2012, 08:30 AM - Last modified 07-29-2012, 08:35 AM",1,0,0,0,Please can I get these shells? Thanks in advance :) EDIT: Vouch for OP. Gave me them in less than 5 minutes!,,,,,
0,https://hackforums.net/showthread.php?tid=2717073&page=4,57,theN0ne,"07-29-2012, 08:51 AM",1,0,0,0,Interested. Would like some free shells.,,,,,
0,https://hackforums.net/showthread.php?tid=2717073&page=4,58,anoxz_,"07-29-2012, 01:21 PM",1,0,0,0,Can i get this? Thanks in advance,,,,,
0,https://hackforums.net/showthread.php?tid=2717073&page=4,59,Proxieh,"07-29-2012, 01:51 PM",1,0,0,0,yo can some one please pm the link or program,,,,,
0,https://hackforums.net/showthread.php?tid=2717073&page=4,60,skillzori,"07-29-2012, 04:52 PM",1,0,0,0,Can i have this? Thanks a lot in advance! :),,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=3,31,MisterSosa,"12-14-2013, 07:59 PM",1,0,0,0,pm me with link please :) pm me with link please :) pm me with link please :) pm me with link please :) pm me with link please :) pm me with link please :) pm me with link please :),,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=3,32,dmarps1234,"12-14-2013, 08:23 PM",1,0,0,0,Look nice Please pm me the link ! Thanks,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=3,33,NastyCookie,"12-15-2013, 11:55 AM",0,0,0,Self-Promotion,Sended to everyone the download link who PMï¿_d me.,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=3,34,Tigerbait,"12-16-2013, 07:44 PM",1,0,0,0,"Dang, wish i could send you a PM. I am usually on hackforums learning things, but never post.. so i can't pm you. But this botnet looks very promising.",,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=3,35,TheSonOfTheDevil,"12-16-2013, 10:25 PM",0,+,0,0,oh wow this is a very old botnet right here think its about 5+ years now coz i last used it in think it was 2009... still good botnet very easy to use and kinda reminds you of a booter:),,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=3,36,Vxid,"12-17-2013, 12:50 AM",1,0,0,0,looks great i would love to try this out,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=3,37,KH Wide Web,"12-17-2013, 02:45 PM",1,0,0,0,"Ok nice man and thanks in advance,going to pm ing u..give me link please....",,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=3,38,phamid,"12-17-2013, 04:12 PM",0,0,1,0,"Silly question, but can you use a botnet like this for driving traffic? Alexa and whatnot..",,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=3,39,[vallium],"12-17-2013, 04:27 PM",0,-,0,0,copy copies Dirt Jumper by sokol. only new mode http control panel . And bind with scorpion botnet (VB script) not work update + not crypt. .. i think this botnet trash.,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=3,40,D3vn3t,"12-17-2013, 10:03 PM",0,+,0,0,I vouch for this guy Thanks alot mate!,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=3,41,NastyCookie,"12-18-2013, 01:57 PM",0,0,0,Self-Promotion,sended to everybody the download link! enjoy!,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=3,42,MacStr0ng,"12-19-2013, 12:48 AM",1,0,0,0,PMing you now :) Thanks for the nice share.,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=3,43,dowen,"12-19-2013, 03:18 PM",1,0,0,0,Good looks I test it now :D thank guy,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=3,44,Nexus.,"12-19-2013, 06:37 PM",1,0,0,0,"Hey, can you send me the Download link ? Thanks for share this :)",,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=3,45,blacksubmarine,"12-19-2013, 08:34 PM - Last modified 12-19-2013, 09:12 PM",1,0,0,0,Can you send me download link? Nice share. THANK in advance I hope you read my reply. i not send you a pm. sorry,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=2,16,irtehwiner,"12-13-2013, 08:47 PM",0,0,1,0,whats the difference between the flood options?,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=2,17,MIKE JONES,"12-13-2013, 08:48 PM",1,0,0,0,Pming you now I would like to check this out. Thanks in advance.,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=2,18,danoon,"12-13-2013, 08:48 PM",1,0,0,0,"Looks amazing, Id like to test it! PMing now..",,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=2,19,Lil Benadryl,"12-13-2013, 09:24 PM",1,0,0,0,Pming now. I am going to try this out on like 000webhost to try it lol. Thanks for the awesome share can't wait to see what's next!,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=2,20,NastyCookie,"12-13-2013, 11:20 PM",0,0,0,Self-Promotion,Probaly everybody is bussy now since i sended the download link to ya. Enjoy everybody!,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=2,21,313374,"12-14-2013, 02:42 AM",1,0,0,0,"GLHF TS, send me url to download.thanks !",,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=2,22,godfadanonny,"12-14-2013, 02:52 AM",1,0,0,0,Please send me download link. Thanks New to botnot,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=2,23,NastyCookie,"12-14-2013, 03:43 AM",1,0,0,0,"Please, send me a PM if u want the download link. Am not going to check the thread anytime if someone want the download link. A PM will take you only 20 seconds of your time or less.",,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=2,24,Military,"12-14-2013, 06:16 AM",1,0,0,0,"This looks very good, I am interested in Botnets myself. I will have to see about this. Thanks in advance.",,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=2,25,polar504,"12-14-2013, 07:23 AM",1,0,0,0,"Grete, can I have the link please? As I can not send pm due to less than 25 posts here :D",,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=2,26,hamzaisgay,"12-14-2013, 10:14 AM",1,0,0,0,"pmed, haha thanks alot in advance man :D cheers.",,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=2,27,NastyCookie,"12-14-2013, 12:02 PM",0,0,0,Self-Promotion,Answered all the pm's with download link!,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=2,28,Auxilary Output,"12-14-2013, 01:45 PM",1,0,0,0,"Nice share bro. I give you cred for releasing it,",,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=2,29,ï¿_ï¿_ï¿_Sakuraï¿_ï¿_ï¿_,"12-14-2013, 02:31 PM",0,-,0,0,Why do people need to pm you to get the DL link? It is posted everywhere. This soft is a piece of Clay Davis. It is modified dirt jumper,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=2,30,Hackz4lyfe1,"12-14-2013, 06:45 PM",1,0,0,0,added you on skype would like you to accept.,,,,,
1,https://hackforums.net/showthread.php?tid=3925243,1,NastyCookie,"12-13-2013, 01:11 PM",0,0,0,Self-Promotion,"Note: The description is translated by google! So excuses if you find any grammar faults! [img]http://img593.imageshack.us/img593/6453/3jjb.jpg[/img] Modules attack: + HTTP flood + SYN flood + DoWN flood + POST flood + AntiDDoS flood Features: + NEW! System: Bot not see in the system. + NEW! Detours: Bot bypasses most firewalls. + NEW! Protection: Not every experienced user can remove the bot from the system. + NEW! ANTI-AV: If the bot tapped in Control Panel, the antivirus can not remove it (80%). Killer + module: Bot destroys competitors. + UPDATE: Bot uses of injection to update the master module. + Many threading: Can attack simultaneously up to 300 Target. + Reproduction: Bot has spread function itself. + Statistics Today: Today statistics by country. + Statistics Online: Online statistics by country. + Anti Dev: Bot does not work on virtual machines. + Anti debugging: Difficult to ban domain bot longer lives. + Performance: In bot improved performance, better attacks, the system will ship less. + Randomly: The attack uses a completely randomly (but not chaotic requests) - HTTP 1.0 \ 2.0 \ 1.1; xRef etc. Additional features: + Threads: Number of threads during the attack indicated in the admin panel. + Interval: otstuk specified in the file config.php, or in the admin panel. Virusscan Results of the builder: https://www.virustotal.com/nl/file/3e685...386939938/ I tested the builder in sandboxie before and it runs normal, nothing suspicious. After i just opened in my windows without any troubles and it builds perfect. No errors. Download link: Di BoTNet v2.0: https://www.mediafire.com/?bywwkmkl03w2hl0 Enjoy & Happy Botting!",,,,,
1,https://hackforums.net/showthread.php?tid=3925243,2,xeonx,"12-13-2013, 01:14 PM - Last modified 12-13-2013, 01:16 PM",1,0,0,0,"Looks nice, Pm'ing you now. Thanks in advance! :) edit: Fast and legit guy :)",,,,,
1,https://hackforums.net/showthread.php?tid=3925243,3,NastyCookie,"12-13-2013, 01:39 PM",1,0,0,0,"(12-13-2013, 01:14 PM)ï¿_ï¿_È‰ï¿__ï¿_ï¿__ï¿_ï¿_ï¿_ xeonex ï¿_ï¿_Û‰ï¿__ï¿_ï¿__ï¿_ï¿_ï¿_ Wrote: Looks nice, Pm'ing you now. Thanks in advance! :) edit: Fast and legit guy :) Thanks for ur comment! And most importend of all.. Its working :) Found this on a Russian website",,,,,
1,https://hackforums.net/showthread.php?tid=3925243,4,L3Gi0N,"12-13-2013, 01:40 PM",1,0,0,0,Looks wonderful. PMing you right now.,,,,,
1,https://hackforums.net/showthread.php?tid=3925243,5,NastyCookie,"12-13-2013, 03:11 PM",0,0,0,Self-Promotion,"Sended to all of you, enjoy guys! Soon am comming with other unseen botnets. Stay tuned",,,,,
1,https://hackforums.net/showthread.php?tid=3925243,6,ï¿_ï¿_Â„Óˆï¿_lï¿_Ó„ï¿_,"12-13-2013, 03:14 PM",1,0,0,0,Looks nice.. PMing you now :) Thanks for the nice share.,,,,,
1,https://hackforums.net/showthread.php?tid=3925243,7,quint3,"12-13-2013, 03:32 PM",1,0,0,0,"Posting and pming you :) thanks for your cooperation on HF sir, looks good.",,,,,
1,https://hackforums.net/showthread.php?tid=3925243,8,NastyCookie,"12-13-2013, 03:43 PM",0,0,0,0,"(12-13-2013, 03:32 PM)quint3 Wrote: Posting and pming you :) thanks for your cooperation on HF sir, looks good. Sended to ya, enjoy this release on HF mate",,,,,
1,https://hackforums.net/showthread.php?tid=3925243,9,Xeru,"12-13-2013, 03:51 PM - Last modified 12-13-2013, 03:52 PM",0,0,0,Other,"(12-13-2013, 03:49 PM)ozoh Wrote: Looks wonderful. PMing you right now. Feeling generous ? Help me get L33T : Bitcoin address : 18SkV9oUe6YPfiUpU5xXrjruVEKivT8jaY Google : http://adf.ly/aeRHC HackForums : http://adf.ly/aeRLK Should probably put that in your sig instead of adding it to all your posts manually. Looks annoying that way. @OP Could you PM me the original description so I could translate it manually? I speak and translate Russian. :)",,,,,
1,https://hackforums.net/showthread.php?tid=3925243,10,NastyCookie,"12-13-2013, 03:52 PM",0,0,0,0,"(12-13-2013, 03:51 PM)Xerucide Wrote: Should probably put that in your sig instead of adding it to all your posts manually. Looks annoying that way. hahahah yeah indeed xD Atleast it would look better if ur a l33t member",,,,,
1,https://hackforums.net/showthread.php?tid=3925243,11,Piohneer,"12-13-2013, 03:56 PM",1,0,0,0,"That was quick, thanks man. I'll try this when im home.",,,,,
1,https://hackforums.net/showthread.php?tid=3925243,12,NastyCookie,"12-13-2013, 06:37 PM",0,0,0,0,"(12-13-2013, 03:56 PM)M_ï¿_ster Wrote: That was quick, thanks man. I'll try this when im home. Enjoy mate let me know if u liked it",,,,,
1,https://hackforums.net/showthread.php?tid=3925243,13,Avico,"12-13-2013, 08:00 PM",1,0,0,0,please send me url to download thanks !,,,,,
1,https://hackforums.net/showthread.php?tid=3925243,14,Mikixxx,"12-13-2013, 08:10 PM",1,0,0,0,Can I get download link Sir ? Thanks :),,,,,
1,https://hackforums.net/showthread.php?tid=3925243,15,regg,"12-13-2013, 08:21 PM",1,0,0,0,Don't have enough posts to send PMs. Can you send me the download link?,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=4,46,StephenFour877,"12-19-2013, 10:07 PM",1,0,0,0,PMing you right now. Looks awesome!,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=4,47,tonyg2,"12-20-2013, 08:22 AM",1,0,0,0,"nice! thanks for this in advance, i want to test this out :p",,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=4,48,dRaxz,"12-20-2013, 08:37 AM",1,0,0,0,"hmm, i Pm-ing u... looks good share :)",,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=4,49,leetikboy,"12-20-2013, 10:55 AM",1,0,0,0,"Woah so nice, can I have that please? :o",,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=4,50,link71,"12-20-2013, 05:15 PM",1,0,0,0,Looking freaking good man! i will pm u now :D,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=4,51,RussianCigs,"12-20-2013, 06:13 PM",1,0,0,0,Please PM me and is this IRC or HTTP?,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=4,52,LordStev,"12-20-2013, 06:15 PM",1,0,0,0,Wow! amazing botnet! can i get the download link please ? :(,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=4,53,Sky,"12-20-2013, 08:01 PM",0,0,1,0,"(12-20-2013, 06:13 PM)RussianCigs Wrote: Please PM me and is this IRC or HTTP? Yes that screenshot was clearly taken from his IRC server. Spoiler (Click to View) Holy fugging Clay Davis ~Arcane",,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=4,54,RamsDark,"12-20-2013, 10:46 PM",1,0,0,0,It looks powerful bot thnaks for share mate !,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=4,55,mastermind79,"12-20-2013, 11:23 PM",1,0,0,0,"yeah, very cool... i want to connect him... Please send me the download-link... thank you very much... Im not an hacker, but im have to use it, because an threatener makes my life realy hard... so please send it to me...i want justice just for my own... so i can sleep in fuuture .... I know, im not a priveleged... but i want to make my punisher think about it... So you have to know, i am an communicaion designer working in an internet-agency... but there was an idiot who blames me the last time with many of email-bombs.... i have to react and i know that i can only stop him with an botnetwork to shut his bad domain down...so please help me... i want to pay for this...",,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=4,56,subax,"12-22-2013, 05:55 PM",0,0,1,0,can i crypt the server file with what crypter?!?!?!,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=4,57,RussianCigs,"12-22-2013, 05:57 PM",0,0,1,0,Only if this had miners :( I would be mining all day/errday,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=4,58,CraftEnchanted,"12-23-2013, 02:25 AM",1,0,0,0,Sweet Man This Looks Really Cool!!! Um I Cant Pm You Yet But I Would Really Like it,,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=4,59,ixiann,"12-23-2013, 05:15 AM",1,0,0,0,"Can you send me the download link please. I don't have enough posts, you know?",,,,,
1,https://hackforums.net/showthread.php?tid=3925243&page=4,60,imahacker97,"12-24-2013, 02:08 AM",0,+,0,0,you have some really nice features on this! great job! i might drop you a pm because that looks really nice!,,,,,
2,https://hackforums.net/showthread.php?tid=1667426&page=3,31,xisle35,"08-30-2011, 10:47 PM",0,+,0,0,"Hey, thanks a bunch, for the source, and the insanely fast reply! Some day I'll be able to give rep! ;p",,,,,
2,https://hackforums.net/showthread.php?tid=1667426&page=3,32,BiH,"08-30-2011, 10:49 PM",0,0,0,Self-Promotion,"(08-30-2011, 10:47 PM)xisle35 Wrote: Hey, thanks a bunch, for the source, and the insanely fast reply! Some day I'll be able to give rep! ;phehe thanks man, an its good its nothing better then sharing an giving back some :) Hit me up if you need anything buddy",,,,,
2,https://hackforums.net/showthread.php?tid=1667426&page=3,33,TaIkitive,"08-30-2011, 10:49 PM",1,0,0,0,"I am very interested in this, I am sending a message your way",,,,,
2,https://hackforums.net/showthread.php?tid=1667426&page=3,34,BiH,"08-30-2011, 10:52 PM - Last modified 08-30-2011, 10:53 PM",1,0,0,0,"(08-30-2011, 10:49 PM)TaIkitive Wrote: I am very interested in this, I am sending a message your wayGot you pm an have sent you the pass enjoy the codes buddy",,,,,
2,https://hackforums.net/showthread.php?tid=1667426&page=3,35,Fr0zZ3n,"08-31-2011, 03:41 AM",1,0,0,0,This looks like a truly amazing share. I'd love the password. Thanks in advance.,,,,,
2,https://hackforums.net/showthread.php?tid=1667426&page=3,36,blingo,"08-31-2011, 04:10 AM",1,0,0,0,"nice as hell, ty for sharing bro! :)",,,,,
2,https://hackforums.net/showthread.php?tid=1667426&page=3,37,BiH,"08-31-2011, 09:22 PM",1,0,0,0,Got you pm an have sent you the pass enjoy the codes guys,,,,,
2,https://hackforums.net/showthread.php?tid=1667426&page=3,38,Killabd,"08-31-2011, 09:44 PM",1,0,0,0,sending you a pm know thanks in advance,,,,,
2,https://hackforums.net/showthread.php?tid=1667426&page=3,39,I|I||I|||III||||I,"08-31-2011, 09:45 PM",0,0,1,0,is the Aryan bot in here legit? -_Too Short_-,,,,,
2,https://hackforums.net/showthread.php?tid=1667426&page=3,40,BiH,"08-31-2011, 09:45 PM",0,0,1,0,"(08-31-2011, 09:44 PM)killabd Wrote: sending you a pm know thanks in advanceGot your pm an have sent you the password enjoy buddy~",,,,,
2,https://hackforums.net/showthread.php?tid=1667426&page=3,41,C a r r o t,"08-31-2011, 09:51 PM",1,0,0,0,"Sending you a PM, thanks in advance.",,,,,
2,https://hackforums.net/showthread.php?tid=1667426&page=3,42,BiH,"08-31-2011, 09:53 PM",1,0,0,0,"(08-31-2011, 09:51 PM)C a r r o t Wrote: Sending you a PM, thanks in advance.Sure you can buddy just fix this C a r r o t has reached their private message quota so your message could not be sent.",,,,,
